"reg_time","reply","press","title","url"
2020-09-01 22:58:09,"국보소년단<U+0001F49C>","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 09:56:46,"아줌마가 들어도 좋더라","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 09:08:06,"팩트체크

현재 빌보드 HOT 100

1위  방탄소년단[BTS]
2위 Cardi B ft. Megan Thee Stallion
3위 Drake ft. Lil Durk
4위 DaBady ft. Roddy Ricch
5위 The Weeknd
6위 jack Harlow ft. DaBady, Tory Lanez&amp Lil Wayne
7위 Harry Styles
8위 SAINt JHN
9위 Jawsh 685 x Jason Derulo
10위 Lewis Capaldi","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:52:32,"방탄소년단이 한국사람이라 너무 자랑스러워요 ㅠㅠ 우리오래오래 함께하자!","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:36:33,"대단한 BTS, 월드 클래스는 다르네^^ 좋은 소식!! 응원해요","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:34:14,"정국오빠 생일과 더불어 빌보드 1위기사라니ㅠㅠ축제구나","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:32:14,"정말 축하하고 응원하지만
집에서 여러 계정으로 스트리밍 돌리고 사재기하고 다른 팬덤 테러하는 애들은 개념보고 놀랐다 진짜 ㅋ","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:22:09,"기자는 자고 일어났지만, 팬들은 못자고 발표 기다림","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:17:58,"자랑스럽다!!!!!! 축하합니다!!!!","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
2020-09-01 08:15:37,"SuperM 늘 응원하고 사랑합니다~","한국경제","[속보]BTS '다이너마이트', 한국 가수 최초로 빌보드 싱글 1위","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004407841"
